name,party,BT-Period
Fritz Hellwig,CDU,2
Georg Henckel von Donnersmarck,CSU,2
Karl Hepp,FDP,2
Luise Herklotz,SPD,2
Hans Hermsdorf,SPD,2
Karl Herold,SPD,2
Carl Hesberg,CDU,2
Hellmuth Guido Alexander Heye,CDU,2
Hermann Höcherl,CSU,2
Wilhelm Höck,CDU,2
Fritz Wilhelm Hörauf,SPD,2
Josef Hufnagel,SPD,2
Joseph Illerhaus,CDU,2
Artur Jahn,CDU,2
Wenzel Jaksch,SPD,2
Wilhelm Jentzsch,FDP,2
Hedwig Jochmus,CDU,2
Johann Peter Josten,CDU,2
Georg Kahn-Ackermann,SPD,2
Pia Kaiser,CDU,2
Heinrich Kemper,CDU,2
Alma Kettig,SPD,2
Karl Alfred Kihn,CSU,2
Peterheinrich Kirchhoff,CDU,2
Wolfgang Klausner,CSU,2
Georg Kliesing,CDU,2
Gustav Klingelhöfer,SPD,2
Otto Klötzer,GB/ BHE,2
Oskar Knapp,CDU,2
Ludwig Knobloch,CDU,2
Jakob Koenen,SPD,2
Willy Könen,SPD,2
Georg Körner,GB/ BHE,2
Walther Kolbe,CDU,2
Willi Koops,CDU,2
Johannes Kortmann,CDU,2
Waldemar Kraft,CDU,2
Angelo Kramel,CSU,2
Karl Krammig,CDU,2
Wilhelm Kratz,CDU,2
Ludwig Kroll,CDU,2
Edeltraud Kuchtner,CSU,2
Walter Kühlthau,CDU,2
Heinz Kühn,SPD,2
Lothar Kunz,GB/ BHE,2
Walter Kutschera,GB/ BHE,2
Artur Ladebeck,SPD,2
Karl Lahr,FDP,2
Georg Lang,CSU,2
Christian Leibing,CDU,2
Walter Leiske,CDU,2
Erich Leitow,SPD,2
Hans Lenz,FDP,2
Otto Lenz,CDU,2
Franz Lenze,CDU,2
Josef Lermer,CSU,2
Edmund Leukert,CSU,2
Paul Leverkuehn,CDU,2
Heinrich Lindenberg,CDU,2
Hermann Lindrath,CDU,2
Walter Löhr,CDU,2
Hubertus Löwenstein-Wertheim-Freudenberg,DP,2
Wilhelm Lotze,CDU,2
Hans August Lücker,CSU,2
Marie-Elisabeth Lüders,FDP,2
Wilhelm Adam Lulay,CDU,2
Josef Maier,CDU,2
Reinhold Maier,FDP,2
Hasso Manteuffel,FDP,2
Georg Manteuffel-Szoege,CSU,2
Kurt Mattick,SPD,2
Eugen Maucher,CDU,2
Josef Menke,CDU,2
Ludwig Metzger,SPD,2
Philipp Meyer,CSU,2
Trudel Meyer,SPD,2
Rudolf Meyer-Ronnenberg,CDU,2
Anton Miller,CSU,2
Karl Mocker,GB/ BHE,2
Siegfried Moerchel,CDU,2
Matthias Moll,SPD,2
Gebhard Müller,CDU,2
Hans Müller,SPD,2
Karl Müller,DP,2
Franzjosef Müser,CDU,2
Alois Niederalt,CSU,2
Theodor Oberländer,CDU,2
Franz Op den Orth,SPD,2
Ernst Paul,SPD,2
Luise Peter,SPD,2
Helmut Petersen,GB/ BHE,2
Elisabeth Pitz-Savelsberg,CDU,2
Eduard Platner,DP,2
Heinz Pöhler,SPD,2
Wolfgang Pohle,CSU,2
Gisela Praetorius,CDU,2
Carl Prennel,SPD,2
Werner Pusch,SPD,2
Paul Putzig,SPD,2
Hugo Rasch,SPD,2
Will Rasner,CDU,2
Ludwig Ratzel,SPD,2
Karl Regling,SPD,2
Reinhold Rehs,CDU,2
Willy Reichstein,GB/ BHE,2
Wilhelm Reitz,SPD,2
Annemarie Renger,SPD,2
Hans Richarts,CDU,2
Max Riederer von Paar,CSU,2
Walter Rinke,CSU,2
Franz Josef Röder,CDU,2
Josef Rösing,CDU,2
Margarete Rudoll,SPD,2
Thomas Ruf,CDU,2
Franz Ruland,CSUS,2
Wilmar Sabaß,CDU,2
Adolf Franz Samwer,CDU,2
Manfred Schäfer,CDU,2
Walter Scheel,FDP,2
Heinrich Scheppmann,CDU,2
Josef Scheuren,SPD,2
Heinrich Schild,CDU,2
Josef Schlick,CDU,2
Hanns Schloß,FDP,2
Helmut Schmidt,SPD,2
Karlfranz Schmidt-Wittmack,CDU,2
Hermann Schmitt,SPD,2
Franz Schneider,CVP,2
Georg Schneider,CDU,2
Heinrich Schneider,FDP,2
Herbert Schneider,CDU,2
Rudolf Schrader,CDU,2
Helmuth Schranz,,2
Nikolaus Schreiner,SPD,2
Hans Schuberth,CSU,2
Hermann Schwann,FDP,2
Werner Schwarz,CDU,2
Elisabeth Schwarzhaupt,CDU,2
Erich Schwertner,DPS,2
Roland Seffrin,CDU,2
Frank Seiboth,GB/ BHE,2
Max Seidel,SPD,2
Franz Seidl,CSU,2
Max Seither,SPD,2
J. Hermann Siemer,CDU,2
Emil Solke,CDU,2
Paul Sornik,GB/ BHE,2
August Spies,CDU,2
Max Spörl,CSU,2
Ernst Srock,GB/ BHE,2
Wolfgang Stammberger,SPD,2
Heinz Starke,CSU,2
Karl Steinhauer,CDU,2
Georg Stiller,CSU,2
Josef Stingl,CDU,2
Leo Storm,CDU,2
Heinrich Sträter,SPD,2
Johannes-Helmut Strosche,GB/ BHE,2
Ferdinand Stümer,SPD,2
Franz Tausch-Treml,SPD,2
Theodor Teriete,CDU,2
Willy Thieme,SPD,2
Johann Thies,CDU,2
Wilhelm Traub,SPD,2
Hermann Trittelvitz,SPD,2
Franz Xaver Unertl,CSU,2
Franz Varelmann,CDU,2
Elisabeth Vietje,CDU,2
Heinrich Voß,CDU,2
Gerhard Wacher,CSU,2
Josef Wagner,SPD,2
Karl Walz,CDU,2
Fritz Weber,FDP,2
Fritz Wedel,DPS,2
Heinrich Wehking,CDU,2
Friedrich Welskop,CDU,2
Emmi Welter,CDU,2
Friedrich Werber,CDU,2
Willi Weyer,FDP,2
Hugo Wiedeck,CDU,2
Karl Wienand,SPD,2
Karl Wieninger,CSU,2
Hans-Peter Will,SPD,2
Heinrich Windelen,CDU,2
Friedrich Winter,CSU,2
Franz Wittmann,CSU,2
Karl Wittrock,SPD,2
Albert Wolf,CDU,2
Heinrich Wullenhaupt,CDU,2
Otto Ziegler,SPD,2
Heinrich Zimmermann,DP,2
Konrad Adenauer,CDU,1
Willi Agatz,KPD,1
Adolf Ahrens,DP,1
Johannes Albers,CDU,1
Luise Albertz,SPD,1
Lisa Albrecht,SPD,1
Jakob Altmaier,SPD,1
Rudolf Amelunxen,DZP,1
Maria Ansorge,SPD,1
Anton Aretin,FU,1
Josef Arndgen,CDU,1
Adolf Arndt,SPD,1
Otto Arnholz,SPD,1
Thea Arnold,FU,1
Karl Atzenroth,FDP,1
Hermann Aumer,BP,1
Fritz Baade,SPD,1
Siegfried Bärsch,SPD,1
Wilhelm Bahlburg,DP,1
Walter Bartram,CDU,1
Friedrich Bauereisen,CSU,1
Bernhard Bauknecht,CDU,1
Josef Baumgartner,BP,1
Georg Baur,CDU,1
Valentin Baur,SPD,1
Paul Bausch,CDU,1
Helmut Bazille,SPD,1
Josef Becker,CDU,1
Max Becker,FDP,1
Arno Behrisch,SPD,1
Karl Bergmann,SPD,1
Ludwig Bergstraesser,SPD,1
August Berlin,SPD,1
Helmut Bertram,FU,1
Anton Besold,CSU,1
Emil Bettgenhäuser,SPD,1
Anna Maria Bieganowski,DP,1
Karl Bielig,SPD,1
Willi Birkelbach,SPD,1
Peter Blachstein,SPD,1
Martin Blank,FDP,1
Theodor Blank,CDU,1
Paul Bleiß,SPD,1
Franz Blücher,DP,1
Hans Bodensteiner,CSU,1
Hans Böhm,SPD,1
Willy Brandt,SPD,1
Aenne Brauksiepe,CDU,1
Heinrich Brentano,CDU,1
Wilhelm Brese,CDU,1
Hermann Louis Brill,SPD,1
Else Brökelschen,CDU,1
Josef Brönner,CDU,1
Paul Bromme,SPD,1
Walter Brookmann,CDU,1
Eberhard Brünen,SPD,1
Karl Brunner,SPD,1
Gerd Bucerius,CDU,1
Carl Campe,DP,1
Hermann Clausen,FU,1
Johann Cramer,SPD,1
Otto Dannebom,SPD,1
Robert Dannemann,FDP,1
Hugo Decker,FU,1
Johannes Degener,CDU,1
Thomas Dehler,FDP,1
Gregor Determann,FU,1
Anton Diel,SPD,1
Maria Dietz,CDU,1
Hans Dirscherl,FDP,1
Clara Döhring,SPD,1
Anton Donhauser,CSU,1
Fritz Dorls,SRP,1
August Dresbach,CDU,1
Anton Eberhard,FDP,1
Heinrich Eckstein,CDU,1
Eduard Edert,Plos,1
Hermann Ehlers,CDU,1
Hermann Ehren,CDU,1
Willi Eichler,SPD,1
Josef Eichner,FU,1
Rudolf Eickhoff,DP,1
Hans Ekstrand,SPD,1
Hermann A. Eplée,CDU,1
Ludwig Erhard,CDU,1
Fritz Erler,SPD,1
Franz Etzel,CDU,1
Hermann Etzel,FU,1
Peter Etzenbach,CDU,1
August-Martin Euler,DP,1
Johannes Even,CDU,1
Hans Ewers,DP,1
Ernst Falkner,BP,1
Walter Faller,SPD,1
Ernst August Farke,DP,1
Heinrich Fassbender,FDP,1
Aloys Feldmann,CDU,1
Conrad Fink,CSU,1
Walter Fisch,KPD,1
Willy Fischer,SPD,1
Egon Franke,SPD,1
Rudolf Freidhof,SPD,1
Walter Freitag,SPD,1
Richard Freudenberg,FDP,1
Martin Frey,CDU,1
Hans-Joachim Fricke,DP,1
Ferdinand Friedensburg,CDU,1
Hans Friedrich,FDP,1
Hans-Gerd Fröhlich,WAV,1
Heinz Frommhold,DRP,1
Konrad Frühwald,FDP,1
Gustav Fuchs,CSU,1
Elimar Fürstenberg,CSU,1
Josef-Ernst Fugger von Glött,CSU,1
Oscar Funcke,FDP,1
Friedrich Funk,CSU,1
Karl Gaul,FDP,1
Karl Gengler,CDU,1
Robert Geritzmann,SPD,1
Heinrich Gerns,CDU,1
Eugen Gerstenmaier,CDU,1
Paul Gibbert,CDU,1
Christian Giencke,CDU,1
Heinrich Glasmeyer,CDU,1
Alfred Gleisner,SPD,1
Hermann Glüsing,CDU,1
Josef Gockeln,CDU,1
Robert Görlinger,SPD,1
Hermann Götz,CDU,1
Günter Goetzendorff,WAV,1
Hubertus Golitschek,FDP,1
Otto Graf,SPD,1
Otto Heinrich Greve,SPD,1
Margarete Gröwel,CDU,1
Arthur Grundmann,FDP,1
Wilhelm Gülich,SPD,1
Bernhard Günther,CDU,1
Gustav Gundelach,KPD,1
Johannes Hagge,FDP,1
Wilhelm Hamacher,DZP,1
Richard Hammer,FDP,1
Johannes Handschumacher,CDU,1
Heinrich Happe,SPD,1
Paul Harig,KPD,1
Walther Hasemann,FDP,1
Wolfgang Hedler,WAV,1
Rudolf-Ernst Heiland,SPD,1
Anne Marie Heiler,CDU,1
Franz Heinen,SPD,1
Martin Heix,CDU,1
Heinrich Hellwege,DP,1
Günther Henle,CDU,1
Hans Henn,FDP,1
Arno Hennig,SPD,1
Fritz Henssler,SPD,1
Gustav Herbig,SPD,1
Matthäus Herrmann,SPD,1
Theodor Heuss,FDP,1
Anton Hilbert,CDU,1
Werner Hilpert,CDU,1
Heinrich Höcker,SPD,1
Heinrich Höfler,CDU,1
Franz Höhne,SPD,1
Hermann Höpker-Aschoff,FDP,1
Curt Hoffmann,FDP,1
Johannes Hoffmann,FU,1
Karl Hoffmann,FDP,1
Heinrich Hohl,CDU,1
Friedrich Holzapfel,CDU,1
Matthias Hoogen,CDU,1
Anton Hoppe,CDU,1
Michael Horlacher,CSU,1
Peter Horn,CDU,1
Elinor Hubert,SPD,1
Karl Hübner,FDP,1
Margarete Hütter,FDP,1
Eugen Huth,CDU,1
Herta Ilk,FDP,1
Heinrich Imig,SPD,1
Werner Jacobi,SPD,1
Peter Jacobs,SPD,1
Elfriede Jaeger,DRP,1
Paul Hans Jaeger,FDP,1
Richard Jaeger,CSU,1
Robert Jaffe,DP,1
Hans Jahn,SPD,1
Albert Ludwig Juncker,FDP,1
Johann Junglas,CDU,1
Karl Kahn,CSU,1
Jakob Kaiser,CDU,1
Oskar Kalbfell,SPD,1
Hellmut Kalbitzer,SPD,1
Margot Kalinke,CDU,1
Hugo Karpf,CSU,1
Linus Kather,CDU,1
Irma Keilhack,SPD,1
Wilfried Keller,GB/ BHE,1
Emil Kemmer,CSU,1
Karl Kern,CDU,1
Dietrich Keuning,SPD,1
Kurt Georg Kiesinger,CDU,1
Georg Richard Kinat,SPD,1
Liesel Kipp-Kaule,SPD,1
Erich Klabunde,SPD,1
Josef Ferdinand Kleindinst,CSU,1
Friedrich Klinge,DP,1
Otto Kneipp,FDP,1
Waldemar Knoeringen,SPD,1
Willy Knothe,SPD,1
Harald Koch,SPD,1
Erich Köhler,CDU,1
Wilhelm Königswarter,SPD,1
Georg Kohl,FDP,1
Rudolf Kohl,KPD,1
Hermann Kopf,CDU,1
Lisa Korspeter,SPD,1
Anni Krahnstöver,SPD,1
Paul Krause,DZP,1
Herbert Kriedemann,SPD,1
Heinrich Krone,CDU,1
Georg Kühling,CDU,1
Walther Kühn,FDP,1
Christian Kuhlemann,DP,1
Ernst Kuntscher,CDU,1
Johannes Kunze,CDU,1
Georg Kurlbaum,SPD,1
Wilhelm Laforet,CSU,1
Roman Lampl,FU,1
Erwin Lange,SPD,1
Erich Langer,WAV,1
Willi Lausen,SPD,1
Bruno Leddin,SPD,1
Robert Lehr,CDU,1
Robert Leibbrand,KPD,1
Eugen Leibfried,CDU,1
Ernst Lemmer,CDU,1
Aloys Lenz,CDU,1
Gottfried Leonhard,CDU,1
Heinrich Leuchtgens,,1
Eduard Leuze,FDP,1
Fritz Linnert,FDP,1
Gertrud Lockmann,SPD,1
Paul Löbe,SPD,1
Hans Löfflad,WAV,1
Bernhard Lohmüller,SPD,1
Martin Loibl,CSU,1
Alfred Loritz,WAV,1
Paul Luchtenberg,FDP,1
Adolf Ludwig,SPD,1
Heinrich Lübke,CDU,1
Paul Lücke,CDU,1
Gerhard Lütkens,SPD,1
Heinrich Maerkl,FU,1
Friedrich Maier,SPD,1
Ernst Majonica,CDU,1
Robert Margulies,FDP,1
Franz Marx,SPD,1
Willy Massoth,CDU,1
Heinz Matthes,DP,1
Oskar Matzner,SPD,1
Adolf Mauk,FDP,1
Agnes Katharina Maxsein,CDU,1
Ernst Mayer,FDP,1
Hugo Mayer,CDU,1
Georg Mayerhofer,FU,1
Matthias Joseph Mehs,CDU,1
Franz Xaver Meitinger,FU,1
Karl Meitmann,SPD,1
Wilhelm Mellies,SPD,1
Erich Mende,CDU,1
Friedrich Mensing,CDU,1
Walter Menzel,SPD,1
Hans-Joachim Merkatz,CDU,1
Hans Merten,SPD,1
Arthur Mertins,SPD,1
Erich Meyer,SPD,1
Heinz Meyer,SPD,1
Emmy Meyer-Laule,SPD,1
Friedrich Middelhauve,FDP,1
Herwart Miessner,FDP,1
Friedhelm Missmahl,SPD,1
Karl Mommer,SPD,1
Kurt Moosdorf,SPD,1
Wendelin Morgenthaler,CDU,1
Richard Muckermann,CDU,1
Willibald Mücke,SPD,1
Franz Mühlenberg,CDU,1
Hans Mühlenfeld,DP,1
Heinrich Müller,SPD,1
Karl Müller,CDU,1
Kurt Müller,KPD,1
Oskar Müller,KPD,1
Willy Müller,SPD,1
Ernst Müller-Hermann,CDU,1
Friederike Mulert,FDP,1
Frieda Nadig,SPD,1
Wilhelm Naegel,CDU,1
Jakob Neber,CDU,1
Peter Nellen,SPD,1
Kurt Neubauer,SPD,1
August Neuburger,CDU,1
Franz Neumann,SPD,1
Fritz Neumayer,FDP,1
Christof Nickl,CSU,1
Otto Niebergall,KPD,1
Heinrich Niebes,KPD,1
Maria Niggemeyer,CDU,1
Wilhelm Niklas,CSU,1
Robert Philipp Nöll von der Nahmer,FDP,1
Erik Nölting,SPD,1
Friedrich Nowack,SPD,1
Wilhelm Nowack,FDP,1
Hermann Nuding,KPD,1
Willy Odenthal,SPD,1
Fritz Oellers,FDP,1
Josef Oesterle,CSU,1
Eugen Oettingen-Wallerstein,FU,1
Richard Oetzel,CDU,1
Fritz Ohlig,SPD,1
Erich Ollenhauer,SPD,1
Alfred Onnen,FDP,1
Eduard Orth,CDU,1
Franz Ott,Plos,1
Otto Pannenbecker,FU,1
Sepp Parzinger,FU,1
Wilhelm Paschek,DPB,1
Hugo Paul,KPD,1
Georg Pelster,CDU,1
Georg Peters,SPD,1
Franz Pfender,CDU,1
Robert Pferdmenges,CDU,1
Karl Georg Pfleiderer,FDP,1
Kurt Pohle,SPD,1
Bernardus Povel,CDU,1
Ludwig Preiß,CDU,1
Ludwig Preller,SPD,1
Victor-Emanuel Preusker,CDU,1
Moritz-Ernst Priebe,SPD,1
Maria Probst,CSU,1
Hermann Pünder,CDU,1
Willy Max Rademacher,FDP,1
Bernhard Raestrup,CDU,1
Wilhelm Rahn,CSU,1
Wilhelm Rath,FDP,1
Hans Albrecht Rechenberg,FDP,1
Luise Rehling,CDU,1
Hans Reif,FDP,1
Max Reimann,KPD,1
Otto Reindl,WAV,1
Bernhard Reismann,FU,1
Richard Reitzner,SPD,1
Heinz Renner,KPD,1
Hans Revenstorff,FDP,1
Gerhard Ribbeheger,FU,1
Franz Richter,WAV,1
Willi Richter,SPD,1
Friedrich Rische,KPD,1
Heinrich Georg Ritzel,SPD,1
Julie Rösch,CDU,1
Ernst Roth,SPD,1
Karl Rüdiger,FDP,1
Oskar Rümmele,CDU,1
Heinrich-Wilhelm Ruhnke,SPD,1
Hermann Runge,SPD,1
Anton Sabel,CDU,1
Gustav Sander,SPD,1
Walter Sassnick,SPD,1
Hermann Schäfer,FDP,1
Fritz Schäffer,CSU,1
Marta Schanzenbach,SPD,1
Hugo Scharnberg,CDU,1
Josef Schatz,CSU,1
Ernst Schellenberg,SPD,1
Lambert Schill,CDU,1
Hans Schlange-Schöningen,CDU,1
Carlo Schmid,SPD,1
R. Martin Schmidt,SPD,1
Wilhelm Schmidt,WAV,1
Joseph Schmitt,CDU,1
Hans Schmitz,CDU,1
Kurt Schmücker,CDU,1
Ludwig Schneider,CDU,1
Friedrich Schönauer,SPD,1
Joachim Schöne,SPD,1
Erwin Schoettle,SPD,1
Gerhard Schröder,CDU,1
Louise Schroeder,SPD,1
Carl Schröter,CDU,1
Richard Schröter,SPD,1
Josef Schüttler,CDU,1
Hans Schütz,CSU,1
Fritz Schuler,CDU,1
Hubert Schulze-Pellengahr,CDU,1
Kurt Schumacher,SPD,1
Johann Schuster,WAV,1
Hans-Christoph Seebohm,CDU,1
Gebhard Seelos,BP,1
Johann-Adam Segitz,SPD,1
Johannes Semler,CSU,1
Günther Serres,CDU,1
Walter Seuffert,SPD,1
Günther Sewald,CDU,1
Theodor Siebel,CDU,1
Max Solleder,CSU,1
Josef Spies,CSU,1
Karl Spreti,CSU,1
Willy Stahl,FDP,1
Robert Stauch,CDU,1
Paul Stech,SPD,1
Artur Stegner,FDP,1
Viktoria Steinbiß,CDU,1
Willi Steinhörster,SPD,1
Georg Stierle,SPD,1
Hermann Stopperich,SPD,1
Anton Storch,CDU,1
Franz Josef Strauß,CSU,1
Otto Striebeck,SPD,1
Käte Strobel,SPD,1
Gertrud Strohbach,KPD,1
Detlef Struve,CDU,1
Richard Stücklen,CSU,1
Otto Suhr,SPD,1
Johann Temmen,SPD,1
Wilhelm Tenhagen,SPD,1
Adolf Thadden,DRP,1
Grete Thiele,KPD,1
Hans Tichi,WAV,1
Robert Tillmanns,CDU,1
Peter Tobaben,CDU,1
Josef Trischler,FDP,1
Hermann Troppenz,SPD,1
Hermann Veit,SPD,1
Walter Vesper,KPD,1
Rudolf Vogel,CDU,1
Ludwig Volkholz,FU,1
Axel Vries,FDP,1
Oskar Wacker,CDU,1
Oskar Wackerzapp,CDU,1
Friedrich Wilhelm Wagner,SPD,1
Eduard Wahl,CDU,1
Josef Wallner,WAV,1
Albert Walter,DP,1
Johann Wartner,FU,1
Helene Weber,CDU,1
Karl Weber,CDU,1
Herbert Wehner,SPD,1
Philipp Wehr,SPD,1
Stephan Weickert,WAV,1
August Weinhold,SPD,1
Franz Weiß,CDU,1
Erwin Welke,SPD,1
Hans Wellhausen,FDP,1
Ernst Weltner,SPD,1
Fritz Wenzel,SPD,1
Helene Wessel,SPD,1
Eberhard Wildermuth,FDP,1
Rudolf Will,FDP,1
Alex Willenberg,FU,1
Bernhard Winkelheide,CDU,1
Ernst Winter,SPD,1
Carl Wirths,FDP,1
Otto Wittenburg,DP,1
Konrad Wittmann,WAV,1
Max Wönner,SPD,1
Jeanette Wolff,SPD,1
Ernst Woltje,DP,1
Franz-Josef Wuermeling,CDU,1
Walter Zawadil,FDP,1
Franz Ziegler,BP,1
Georg-August Zinn,SPD,1
Ernst Zühlke,SPD,1
