name,party,BT-Period
Franz Müntefering,SPD,7
Werner Nagel,SPD,7
Karl-Heinz Narjes,CDU,7
Hanna Neumeister,CDU,7
Franz-Josef Nordlohne,CDU,7
Martin Oldenstädt,CDU,7
Elisabeth Orth,SPD,7
Doris Pack,CDU,7
Willfried Penner,SPD,7
Helwin Peter,SPD,7
Gerhard O. Pfeffermann,CDU,7
Walter Polkehn,SPD,7
Heinz Rapp,SPD,7
Hermann Rappe,SPD,7
Wiltrud Rehlen,SPD,7
Hermann P. Reiser,SPD,7
Peter W. Reuschenbach,SPD,7
Paula Riede,CDU,7
Siegfried Röhlig,SPD,7
Uwe Ronneburger,FDP,7
Helmut Sauer,CDU,7
Harald B. Schäfer,SPD,7
Wolfgang Schäuble,CDU,7
Hermann Scheffler,SPD,7
Martin Schetter,CDU,7
Dieter Schinzel,SPD,7
Ursula Schleicher,CSU,7
Eckhard Schleifenbaum,FDP,7
Günter Schluckebier,SPD,7
Adolf Schmidt,SPD,7
Manfred Schmidt,CDU,7
Hans Peter Schmitz,CDU,7
Hans Werner Schmöle,CDU,7
Rudolf Schöfberger,SPD,7
Andreas von Schoeler,FDP,7
Heinz Schreiber,SPD,7
Horst Schröder,CDU,7
Helga Schuchardt,FDP,7
Rolf Schwedler,SPD,7
Carl-Christoph Schweitzer,SPD,7
Olaf Schwencke,SPD,7
Wolfgang Schwenk,SPD,7
Willi-Peter Sick,CDU,7
Hansmartin Simpfendörfer,SPD,7
Adolf Spies von Büllesheim,CDU,7
Carl-Dieter Spranger,CSU,7
Erwin Stahl,SPD,7
Franz Ludwig Schenk Stauffenberg,CSU,7
Lutz G. Stavenhagen,CDU,7
Waltraud Steinhauer,SPD,7
Karl-Heinz Stienen,SPD,7
Günter Straßmeir,CDU,7
Olaf Sund,SPD,7
Hans-Adolf Terra,CDU,7
Kurt Thürk,CDU,7
Günther Tietjen,SPD,7
Ferdinand Tillmann,CDU,7
Jürgen Todenhöfer,CDU,7
Jürgen Vahlberg,SPD,7
Roswitha Verhülsdonk,CDU,7
Hans-Jochen Vogel,SPD,7
Kurt Vogelsang,SPD,7
Manfred Vohrer,FDP,7
Karsten D. Voigt,SPD,7
Horst Waffenschmidt,CDU,7
Theodor Waigel,CSU,7
Walter Wallmann,CDU,7
Ernst Waltemathe,SPD,7
Rudi Walther,SPD,7
Friedrich Wendig,FDP,7
Herbert Werner,CDU,7
Axel Wernitz,SPD,7
Waltrud Will-Feld,CDU,7
Manfred Wimmer,SPD,7
Torsten Wolfgramm,FDP,7
Gottfried Wurche,SPD,7
Gerhard Zeitel,CDU,7
Werner Zeitler,SPD,7
Werner Zeyer,CDU,7
Werner Zywietz,FDP,7
Karl Ahrens,SPD,6
Siegbert Alber,CDU,6
Odal Alten-Nordheim,CDU,6
Franz Amrehn,CDU,6
Jürgen Anbuhl,SPD,6
Herbert Baack,SPD,6
Franz Josef Bach,CDU,6
Hans-Joachim Baeuchle,SPD,6
Hans Batz,SPD,6
Helmuth Becker,SPD,6
Friedrich Beermann,SPD,6
Franz Berding,CDU,6
Lieselotte Berger,CDU,6
Alfred Biehle,CSU,6
Philipp Bismarck,CDU,6
Otto Bittelmann,CDU,6
Helmut Bockelberg,CDU,6
Günter Böhme,CDU,6
Lenelotte Bothmer,SPD,6
Hans-Ulrich Brand,SPD,6
Bruno Brandes,CDU,6
Hugo Brandt,SPD,6
Wenzel Bredl,SPD,6
Ferdinand Breidbach,CDU,6
Klaus Bremm,CDU,6
Hans Büchler,SPD,6
Peter Büchner,SPD,6
Andreas Bülow,SPD,6
Bernhard Bußmann,SPD,6
Roland Cantzler,CSU,6
Peter Corterier,SPD,6
Ralf Dahrendorf,FDP,6
Valentin Dasch,CSU,6
Friedhelm Dohmann,SPD,6
Klaus Dohnanyi,SPD,6
Ulrich Dübber,SPD,6
Horst Ehmke,SPD,6
Matthias Engelsberger,CSU,6
Björn Engholm,SPD,6
Hans Evers,CDU,6
Heinz Eyrich,CDU,6
Friedhelm Farthmann,SPD,6
Udo Fiebig,SPD,6
Otto Fircks,CDU,6
Willi Fischer,SPD,6
Katharina Focke,SPD,6
Isidor Früh,CDU,6
Karl Fuchs,CSU,6
Georg Gallus,FDP,6
Karl Gatzen,CDU,6
Paul Gerlach,CSU,6
Manfred Achim Geßner,SPD,6
Fritz-Joachim Gnädinger,SPD,6
Georg Gölter,CDU,6
Claus Grobecker,SPD,6
Martin Grüner,FDP,6
Dieter Haack,SPD,6
Friedhelm Halfmeier,SPD,6
Walter Hallstein,CDU,6
Karl-Heinz Hansen,SPD,6
Heinz Hartnack,CDU,6
Volker Hauff,SPD,6
Alfred Hein,CDU,6
Wilhelm Helms,FDP,6
Erich Henke,SPD,6
Maria Henze,CDU,6
Herbert Hermesdorf,CDU,6
Roelf Heyen,SPD,6
Erwin Horn,SPD,6
Antje Huber,SPD,6
Hans Hubrig,CDU,6
Herbert Hupka,CDU,6
Dieter Hussing,CDU,6
Philipp Jenninger,CDU,6
Dionys Jobst,CSU,6
Helmut Kater,SPD,6
Ignaz Kiechle,CSU,6
Gerhard Kienbaum,FDP,6
Victor Kirst,FDP,6
Detlef Kleinert,FDP,6
Gisbert Kley,CSU,6
Peter-Michael Koenig,SPD,6
Gottfried Köster,CDU,6
Klaus Konrad,SPD,6
Georg Kotowski,CDU,6
Lothar Krall,FDP,6
Reinhold Kreile,CSU,6
Horst Krockert,SPD,6
Gerhard Kunz,CDU,6
Lauritz Lauritzen,SPD,6
Ellen Lauterbach,SPD,6
Eduard Lensing,CDU,6
Christian Lenzer,CDU,6
Helmut Link,CDU,6
Lothar Löffler,SPD,6
Paul Löher,CDU,6
Uwe Looft,CDU,6
Erich Meinike,SPD,6
Otto Menth,CSU,6
Günther Metzger,SPD,6
Paul Mikat,CDU,6
Karl Miltner,CDU,6
Helmuth Möhring,SPD,6
Rudolf Müller,CDU,6
Willi Müller,SPD,6
Karl-Heinz Mursch,CDU,6
Lorenz Niegel,CSU,6
Wilhelm Nölling,SPD,6
Hermann Oetting,SPD,6
Rainer Offergeld,SPD,6
Wilderich Ostman von der Leye,SPD,6
Alfons Pawelczyk,SPD,6
Heinz Pensky,SPD,6
Anton Pfeifer,CDU,6
Elmar Pieroth,CDU,6
Winfried Pinger,CDU,6
Eberhard Pohlmann,CDU,6
Albert Probst,CSU,6
Gerhard Reddemann,CDU,6
Erich Riedl,CSU,6
Philip Rosenthal,SPD,6
Hans Roser,CSU,6
Peter Säckl,SPD,6
Engelbert Sander,SPD,6
Franz Sauter,CDU,6
Hans Georg Schachtschabel,SPD,6
Albert Schedl,CSU,6
Adolf Scheu,SPD,6
Christoph Schiller,SPD,6
Friedel Schirmer,SPD,6
Georg Schlaga,SPD,6
Marie Schlei,SPD,6
Günter Schlichting von Rönn,CDU,6
Ferdinand Schmidt,SPD,6
Manfred Schmidt,SPD,6
Wolfgang Schmidt,SPD,6
Karl-Heinz Schmitz,CDU,6
Jürgen Schmude,SPD,6
Oscar Schneider,CSU,6
Wolfgang Schollmeyer,SPD,6
Diedrich Schröder,CDU,6
Dieter Schulte,CDU,6
Horst Seefeld,SPD,6
Rudolf Seiters,CDU,6
Paul Heinrich Simon,SPD,6
Günter Slotta,SPD,6
Dietrich Sperling,SPD,6
Karl-Heinz Spilker,CSU,6
Rudolf Sprung,CDU,6
Werner Staak,SPD,6
German Otto Stehle,CDU,6
Julius Steiner,CDU,6
Walter Suck,SPD,6
Egon Susset,CDU,6
Franz-Lorenz Thadden,CDU,6
Helga Timm,SPD,6
Irma Tübler,CDU,6
Hermann Josef Unland,CDU,6
Hans-Eberhard Urbaniak,SPD,6
Wolfgang Vogt,CDU,6
Günter Volmer,CDU,6
Carl-Ludwig Wagner,CDU,6
Karl-Heinz Walkhoff,SPD,6
Hanna Walz,CDU,6
Jürgen Warnke,CSU,6
Kurt Wawrzik,CDU,6
Hubert Weber,SPD,6
Karl Weber,CDU,6
Richard Weizsäcker,CDU,6
Manfred Wende,SPD,6
Günter Wichert,SPD,6
Hans Wissebach,CDU,6
Hans With,SPD,6
Fritz Wittmann,CSU,6
Otto Wittmann,SPD,6
Jürgen Wohlrabe,CDU,6
Erich Wolfram,SPD,6
Lothar Wrede,SPD,6
Peter Würtz,SPD,6
Kurt Wüster,SPD,6
Otto Wulff,CDU,6
Günther Wuttke,SPD,6
Karl Fred Zander,SPD,6
Manfred Abelein,CDU,5
Rudolf Adams,SPD,5
Hermann Ahrens,SPD,5
Hans Apel,SPD,5
Claus Arndt,SPD,5
Klaus Dieter Arndt,SPD,5
Andreas Baltes,SPD,5
Hermann Barche,SPD,5
Hans Bardens,SPD,5
Alfons Bayerl,SPD,5
Konstantin Bayern,CSU,5
Walter Becher,CSU,5
Friedrich Blume,SPD,5
Fritz Böhm,SPD,5
William Borm,FDP,5
Rolf Bremer,CDU,5
Alwin Brück,SPD,5
Heinz Budde,CDU,5
Reinhard Bühling,SPD,5
Hermann Buschfort,SPD,5
Hugo Collet,SPD,5
Carl Damm,CDU,5
Hermann Dortans,SPD,5
Felix Eckardt,CDU,5
Günther Eckerland,SPD,5
Wendelin Enders,SPD,5
Elisabeth Enseling,CDU,5
Benno Erhard,CDU,5
Leo Ernesti,CDU,5
Ferdinand Erpenbeck,CDU,5
Helmut Esters,SPD,5
Ludwig Fellermaier,SPD,5
Adolf Feuring,SPD,5
Heinrich Franke,CDU,5
Friedrich Wilhelm Freiwald,CDU,5
Göke D. Frerichs,CDU,5
Hans Friderichs,FDP,5
Heinz Frieler,CDU,5
Karl-Walter Fritz,SPD,5
Franz Xaver Geisenhofer,CSU,5
Heiner Geißler,CDU,5
Karl Geldner,FDP,5
Gustav Gemmingen-Hornberg,FDP,5
Hans-Dietrich Genscher,FDP,5
Hans Gertzen,SPD,5
Karl Heinz Gierenstein,CSU,5
Udo Giulini,CDU,5
Ernst Haar,SPD,5
Christian Albrecht Haas,FDP,5
Hansjörg Häfele,CDU,5
Karl Haehser,SPD,5
Hugo Hammans,CDU,5
August Hanz,CDU,5
Rudolf Hauck,SPD,5
Alo Hauser,CDU,5
Udo Hein,SPD,5
Ernst Hölzle,SPD,5
Josef Hofmann,CDU,5
Karl Hofmann,SPD,5
Lieselotte Holzmeister,CDU,5
Martin Horstmeier,CDU,5
Alphons Horten,CDU,5
Adalbert Hudak,CSU,5
Hans Ils,SPD,5
Hans Edgar Jahn,CDU,5
Günter Jaschke,SPD,5
Kurt Jung,FDP,5
Friedrich Karius,SPD,5
Karl-Hans Kern,SPD,5
Walther Leisler Kiep,CDU,5
Egon Alfred Klepsch,CDU,5
Heinrich Köppler,CDU,5
Wilhelm Krampe,CDU,5
Konrad Kraske,CDU,5
Heinz Kreutzmann,SPD,5
Ursula Krips,SPD,5
Werner Kunze,SPD,5
Egon Lampersbach,CDU,5
Hans Lemp,SPD,5
Helmut Lenders,SPD,5
Carl Otto Lenz,CDU,5
Karl Liedtke,SPD,5
Josef Löbbert,SPD,5
Rudi Lotze,SPD,5
Werner Marx,CDU,5
Kurt Matthes,SPD,5
Rolf Meinecke,SPD,5
Siegfried Meister,CDU,5
Anna Mönikes,CDU,5
Bernhard Mühlhan,FDP,5
Günther Müller,CSU,5
Willi Müser,CDU,5
Hans Müthling,SPD,5
Alfred Nann,SPD,5
Georg Neemann,SPD,5
Paul Neumann,SPD,5
Günter Nordenskjöld,CDU,5
Gerhard Orgaß,CDU,5
Anton Ott,CSU,5
Peter Petersen,CDU,5
Walter Picard,CDU,5
Liselotte Pieser,CDU,5
Werner Porsch,FDP,5
Helmut Prassler,CDU,5
Herbert Prochazka,CSU,5
Joachim Raffert,SPD,5
Alois Rainer,CSU,5
Friedrich Rau,SPD,5
Wilhelm Rawe,CDU,5
Carl Reinhard,CDU,5
Hermann Alexander Reinholz,CDU,5
Klaus Richter,SPD,5
Günter Rinsche,CDU,5
Gerd Ritgen,CDU,5
Burkhard Ritz,CDU,5
Edelhard Rock,CDU,5
Paul Röhner,CSU,5
Johannes Baptist Rösler,CDU,5
Hermann Josef Russe,CDU,5
Hermann Saam,FDP,5
Botho Sayn-Wittgenstein-Hohenstein,CDU,5
Karl Schiller,SPD,5
Hildegard Schimschok,SPD,5
Manfred Schlager,CSU,5
Klaus Schmid-Burgk,CDU,5
Peter M. Schmidhuber,CSU,5
Josef Schmitt,CDU,5
Kurt Schober,CDU,5
Friedrich Schonhofen,SPD,5
Heinrich Schröder,CDU,5
Manfred Schulte,SPD,5
Klaus-Peter Schulz,SPD,5
Max Schulze-Vorberg,CSU,5
Hellmut Sieglerschmidt,SPD,5
Hermann Spillecke,SPD,5
Gerd Springorum,CDU,5
Hermann Stahlberg,CDU,5
Hans-Werner Staratzke,FDP,5
Anton Stark,CDU,5
Franz Stein,SPD,5
Harry Tallert,SPD,5
Albert Tönjes,SPD,5
Hans Verbeek,CDU,5
Franz Vit,SPD,5
Bernhard Vogel,CDU,5
Friedrich Vogel,CDU,5
Erich Weiland,CDU,5
Martin Wendt,SPD,5
Heinz Westphal,SPD,5
Helga Wex,CDU,5
Bruno Wiefel,SPD,5
Heinrich Wilper,CDU,5
Manfred Wörner,CDU,5
Erika Wolf,CDU,5
Olaf Wrangel,CDU,5
Richard Wurbs,FDP,5
Johann Wuwer,SPD,5
Franz Josef Zebisch,SPD,5
Edwin Zerbe,SPD,5
Otto Zink,CDU,5
Eduard Adorno,CDU,4
Walter Althammer,CSU,4
Artur Anders,SPD,4
Walter Arendt,SPD,4
Gottfried Arnold,CDU,4
Helmut Artzinger,CDU,4
Albrecht Aschoff,FDP,4
Willi Bäuerle,SPD,4
Willy Bartsch,SPD,4
Willi Beuster,SPD,4
Karl Bewerunge,CDU,4
Hermann Biechele,CDU,4
Curt Biegler,SPD,4
Adolf Bieringer,CDU,4
Günter Biermann,SPD,4
Erik Bernhard Blumenfeld,CDU,4
Georg Böhme,CDU,4
Max Brauer,SPD,4
Josef Braun,SPD,4
Heinz Brenck,CSU,4
Werner Buchstaller,SPD,4
Richard Burckardt,FDP,4
Arthur H. Busch,SPD,4
Hermann Busse,FDP,4
Werner Danz,FDP,4
Rembert Delden,CDU,4
J.F. Volrad Deneke,FDP,4
Hans Dichgans,CDU,4
Wolfram Dörinkel,FDP,4
Wolfram Dorn,FDP,4
Josef Effertz,FDP,4
Georg Ehnes,CSU,4
Ilse Elsner,SPD,4
Hans Georg Emde,FDP,4
Erhard Eppler,SPD,4
Josef Ertl,FDP,4
Karl-Heinz Exner,CDU,4
Franz Falke,CDU,4
Werner Figgen,SPD,4
Gerhard Flämig,SPD,4
Hedi Flitz,FDP,4
Brigitte Freyh,SPD,4
Walter Fritsch,SPD,4
Liselotte Funcke,FDP,4
Helmut Geiger,CSU,4
Horst Gerlach,SPD,4
Walter Richard Gerlich,CDU,4
Eugen Glombig,SPD,4
Annemarie Griesinger,CDU,4
Kurt Gscheidle,SPD,4
Max Güde,CDU,4
Centa Haas,CSU,4
Detlef Haase,SPD,4
Lothar Haase,CDU,4
Kurt Härzschel,CDU,4
Marlis Hagen,CDU,4
Wilhelm Hahn,CDU,4
Ludwig Hamm,FDP,4
Walter Hammersen,FDP,4
Walther Hellige,CDU,4
Hermann Herberts,SPD,4
Hedda Heuser,FDP,4
Martin Hirsch,SPD,4
Josef Höchst,CDU,4
Wilhelm Hoegner,SPD,4
Hans Hörmann,SPD,4
Heinrich Hörnemann,CDU,4
Alex Hösl,CSU,4
Heinrich Holkenbrink,CDU,4
Klaus Hübner,SPD,4
Rudolf Hussong,SPD,4
Eugen Huthmacher,CDU,4
Maria Jacobi,CDU,4
Gerhard Jungmann,CDU,4
Heinrich Junker,SPD,4
Rudolf Kaffka,SPD,4
Emilie Kiep-Altenloh,FDP,4
Marie-Elisabeth Klee,CDU,4
Günter Klein,SPD,4
Johann Klein,CDU,4
Ingeborg Kleinert,SPD,4
Hans-Jürgen Klinker,CDU,4
Gerhard Koch,SPD,4
Richard Kohlberger,SPD,4
Gerhard Kreyssig,SPD,4
Ewald Krümmer,FDP,4
Werner Kubitza,FDP,4
Paul Kübler,SPD,4
Friedrich Kühn,CDU,4
Alwin Kulawig,SPD,4
Josef Kurtz,CDU,4
Walter Langebeck,SPD,4
Karl Heinz Lemmrich,CSU,4
Hubert Lemper,SPD,4
Werner Lenz,SPD,4
Harry Liehr,SPD,4
Karl Löbe,FDP,4
Dorothea Lösche,SPD,4
Manfred Luda,CDU,4
Konrad Mälzig,FDP,4
Wilhelm Maibaum,SPD,4
Werner Marquardt,SPD,4
Hans Matthöfer,SPD,4
Hedwig Meermann,SPD,4
W. Alexander Menne,FDP,4
Werner Mertes,FDP,4
Wilhelm Michels,SPD,4
Artur Missbach,CDU,4
Alex Möller,SPD,4
Karl Moersch,FDP,4
Heinz Morgenstern,SPD,4
Adolf Müller,CDU,4
Heinrich Müller,SPD,4
Johannes Müller,CDU,4
Josef Müller,CDU,4
Adolf Müller-Emmert,SPD,4
Erich Peter Neumann,CDU,4
Uwe-Jens Nissen,SPD,4
Wilhelm Ohlemeyer,SPD,4
Alfred Ollesch,FDP,4
Rudolf Opitz,FDP,4
Willi Peiter,SPD,4
Walter Peters,FDP,4
Arnold Poepke,CDU,4
Hans-Jürgen Pohlenz,SPD,4
Josef Porten,CDU,4
Konrad Porzner,SPD,4
August Ramminger,CSU,4
Hans Rauhaus,CDU,4
Karl Ravens,SPD,4
Gerhard Reichhardt,SPD,4
Martin Reichmann,FDP,4
Gerhard Reischl,SPD,4
Karl Riegel,SPD,4
Walter Rieger,FDP,4
Fritz Rinderspacher,SPD,4
Carl Roesch,SPD,4
Kurt Ross,SPD,4
Fritz Sänger,SPD,4
Karl-Heinz Saxowski,SPD,4
Helmut Schlüter,SPD,4
Hansheinrich Schmidt,FDP,4
Hermann Schmidt,SPD,4
Horst Schmidt,SPD,4
Walter Schmidt,SPD,4
Christa Schroeder,CDU,4
Georg Schulhoff,CDU,4
Wolfgang Schwabe,SPD,4
Philipp Seibert,SPD,4
Hans Stefan Seifriz,SPD,4
Edmund Sinn,CDU,4
Friedrich Soetebier,FDP,4
Gustav Stein,CDU,4
Fritz Steinhoff,SPD,4
Heinrich Stephan,SPD,4
Maria Stommel,CDU,4
Heinrich Stooss,CDU,4
Alois Strohmayr,SPD,4
Adolf Süsterhenn,CDU,4
Ernst Supf,FDP,4
Wilhelm Urban,SPD,4
Arnold Verhoeven,CDU,4
Felix Vittinghoff-Schell,CDU,4
Gerold Wächter,FDP,4
Leo Wagner,CSU,4
Franz Weigl,CSU,4
Paul Weinzierl,CSU,4
Hans Wellmann,SPD,4
Ladislaus Winterstein,SPD,4
Willi Wolf,SPD,4
Erich Ziegler,CSU,4
Else Zimmermann,SPD,4
Ernst Achenbach,FDP,3
Raban Adelmann,CDU,3
Heinrich Aigner,CSU,3
Wilhelm Altvater,SPD,3
Karl Arnold,CDU,3
Heinrich Auge,SPD,3
Robert Bach,SPD,3
Harri Bading,SPD,3
Rudolf Bäumer,SPD,3
Albert Baldauf,CDU,3
Siegfried Balke,CSU,3
Bernhard Balkenhol,CDU,3
Wolfgang Bartels,CDU,3
Rainer Barzel,CDU,3
Hans Bay,SPD,3
Karl Bechert,SPD,3
Curt Becker,CDU,3
Walter Behrendt,SPD,3
Ernst Benda,CDU,3
August Berberich,CDU,3
Ulrich Berger,CDU,3
Karl Wilhelm Berkhan,SPD,3
Kurt Birrenbach,CDU,3
Irma Blohm,CDU,3
Holger Börner,SPD,3
Julius Brecht,SPD,3
Johannes Brüns,CDU,3
Karl August Bühler,CDU,3
Fritz Büttner,SPD,3
Fritz Burgbacher,CDU,3
Kurt Conrad,SPD,3
Rolf Dahlgrün,FDP,3
Arved Deringer,CDU,3
Hermann Diebäcker,CDU,3
Jakob Diel,CDU,3
Emmy Diemer-Nicolaus,FDP,3
Wolfgang Döring,FDP,3
Otto Dowidat,FDP,3
Hans Drachsler,CSU,3
Heinrich Draeger,CDU,3
Wilhelm Dröscher,SPD,3
Hermann Dürr,SPD,3
Ernst Theodor Eichelbaum,CDU,3
Elfriede Eilers,SPD,3
Jan Eilers,CDU,3
Otto Eisenmann,FDP,3
Margarete Engländer,CDU,3
Arthur Enk,CDU,3
Bert Even,CDU,3
Josef Felder,SPD,3
Otto Feury,CSU,3
Erwin Folger,SPD,3
Günter Frede,SPD,3
Friedrich Fritz,CDU,3
Gerhard Fritz,CDU,3
Walter Gaßmann,CDU,3
Albrecht Gehring,CDU,3
Heinrich Gewandt,CDU,3
Fritz Glahn,FDP,3
Hermann Mathias Görgen,CSUS,3
Karl Gossel,CDU,3
Leo Gottesleben,CDU,3
Johann Baptist Gradl,CDU,3
Karl Theodor Guttenberg,CSU,3
Hermann Haage,SPD,3
Karl Hackethal,CDU,3
Dietrich Hahne,CDU,3
Heinrich Hamacher,SPD,3
Fritz Haniel-Niethammer,CSU,3
Walter Harm,SPD,3
Hugo Hauser,CDU,3
Bruno Heck,CDU,3
Gustav W. Heinemann,SPD,3
Clemens Hesemann,CDU,3
Egon Höhmann,SPD,3
Ernst Holla,CDU,3
Viktor Hoven,FDP,3
Lambert Huys,CDU,3
Wolfgang Imle,FDP,3
Hans Iven,SPD,3
Gerhard Jahn,SPD,3
Pascual Jordan,CDU,3
Nikolaus Jürgensen,SPD,3
Hans-Jürgen Junghans,SPD,3
Hubert Jungherz,SPD,3
Karl Kanka,CDU,3
Ernst Keller,FDP,3
Friedrich Kempfler,CSU,3
Arthur Killat,SPD,3
Gerhard Kisters,CDU,3
Elfriede Hamelbeck,CDU,3
Friedrich Knorr,CSU,3
Hermann Koch,CDU,3
Otto Köhler,FDP,3
Oswald Adolph Kohut,FDP,3
Edith Krappe,SPD,3
Friedrich Kraus,SPD,3
Reinhold Kreitmeyer,FDP,3
Caspar Krüger,CDU,3
Hans Krüger,CDU,3
Georg Krug,CSU,3
Knut Kühlmann-Stumm,FDP,3
August Kunst,CDU,3
Wilhelm Lantermann,SPD,3
Hans Lautenschlager,SPD,3
Georg Leber,SPD,3
Hanns-Gero Lindeiner,CDU,3
Fritz Logemann,FDP,3
Ulrich Lohmar,SPD,3
Johannes Lücke,SPD,3
Karl-Heinz Lünenstraß,SPD,3
Berthold Martin,CDU,3
Hans Meis,CDU,3
Linus Memmel,CSU,3
Theodor Mengelkamp,CDU,3
Rudolf Metter,SPD,3
Ernst Wilhelm Meyer,SPD,3
Franz Meyers,CDU,3
Josef Mick,CDU,3
Wolfgang Mischnick,FDP,3
Klaus Mühlen,FDP,3
Karl Müller,SPD,3
Oskar Munzinger,SPD,3
Leonhard Murr,FDP,3
Wilhelm Nieberg,CDU,3
Maria Pannhoff,CDU,3
Ernst Pernoll,CDU,3
Walter Pflaumbaum,CDU,3
Gerhard Philipp,CDU,3
Carl Pietscher,CDU,3
Wilhelm Probst,DP,3
Severin Fritz Pütz,SPD,3
Egon Wilhelm Theodor Ramms,FDP,3
Rudolf Recktenwald,SPD,3
Eckhard Reith,CDU,3
Clemens Riedel,CDU,3
Hugo Rimmelspacher,SPD,3
Georg Ripken,DP,3
Ernst Rodiek,SPD,3
Helmut Rohde,SPD,3
Dietrich-Wilhelm Rollmann,CDU,3
Josef Rommerskirchen,CDU,3
Hans-Carl Rüdel,CDU,3
Wolfgang Rutschke,FDP,3
Heinrich Sander,FDP,3
Friedrich Schäfer,SPD,3
Ernst Scharnowski,SPD,3
Albrecht Schlee,CSU,3
Alfred Schliestedt,SPD,3
Otto Schmidt,CDU,3
Cläre Schmitt,CDU,3
Kurt Schröder,SPD,3
Klaus Schütz,SPD,3
Fritz-Rudolf Schultz,FDP,3
Hermann Schwörer,CDU,3
Elfriede Seppi,SPD,3
Franz Seume,Plos,3
Karl Simpfendörfer,CDU,3
Kurt Spitzmüller,FDP,3
Josef Stecker,CDU,3
Willy Steinmetz,CDU,3
Carl Stenger,SPD,3
Gerhard Stoltenberg,CDU,3
Friedrich-Karl Storm,CDU,3
Gustav Sühler,CSU,3
Richard Tamble,SPD,3
Emil Theil,SPD,3
Hanns Theis,SPD,3
Hans Toussaint,CDU,3
Max Vehar,CDU,3
Karl-Heinz Vogt,CSU,3
Otto Walpert,SPD,3
Fritz Walter,FDP,3
Heinz Wegener,SPD,3
August Weimer,CDU,3
Otto Weinkamm,CSU,3
Heinrich Welslau,SPD,3
Helmut Wendelborn,CDU,3
Rudolf Werner,CDU,3
Werner Wilhelm,SPD,3
Hans Wilhelmi,CDU,3
Friedrich Wilhelm Willeke,CDU,3
Hans-Jürgen Wischnewski,SPD,3
Kurt Wittmer-Eigenbrodt,CDU,3
Herbert Wolff,CDU,3
Josef Worms,CDU,3
Alois Zimmer,CDU,3
Friedrich Zimmermann,CSU,3
Siegfried Zoglmann,CSU,3
Annemarie Ackermann,CDU,2
Ernst Albrecht,CDU,2
Fritz Baier,CDU,2
Hans Bals,SPD,2
Wilhelm Banse,SPD,2
Heinrich Barlage,CDU,2
Hannsheinz Bauer,SPD,2
Josef Bauer,CSU,2
Fritz Becker,DP,2
Reinhold F. Bender,GB/ BHE,2
Franziska Bennemann,SPD,2
Fritz Berendsen,CDU,2
Hermann Berg,FDP,2
Margarete Heise,SPD,2
Bernhard Gerhard Bergmeyer,CDU,2
Lucie Beyer,SPD,2
Otto Bismarck,CDU,2
Hildegard Bleyler,CDU,2
Hans Blöcker,CDU,2
Paul Bock,CDU,2
Ernst Bodelschwingh,CDU,2
Franz Böhm,CDU,2
Franz Böhner,DZP,2
Peter Wilhelm Brand,CDU,2
Josef Brenner,CDU,2
Johannes Brockmann,DZP,2
Valentin Brück,CDU,2
Ernst-Christoph Brühler,DP,2
August Bruse,SPD,2
Ewald Bucher,FDP,2
Karl Buchka,CDU,2
Dietrich Bürkel,CDU,2
Alfred Burgemeister,CDU,2
Johannes Caspers,CDU,2
Adolf Cillien,CDU,2
Hermann Conring,CDU,2
Fritz Corterier,SPD,2
Herbert Czaja,CDU,2
Fritz Czermak,FDP,2
Robert Daum,SPD,2
Heinrich Deist,SPD,2
Hans Demmelmeier,CSU,2
Georg Dewald,SPD,2
Karl Diedrichsen,CDU,2
Bruno Diekmann,SPD,2
Stefan Dittrich,CSU,2
Werner Dollinger,CSU,2
Wilhelm Dopatka,SPD,2
Walter Drechsel,FDP,2
Walter Eckhardt,CSU,2
Alexander Elbrächter,CDU,2
Martin Elsner,GB/ BHE,2
Ernst Engelbrecht-Greve,CDU,2
Hans-Egon Engell,GB/ BHE,2
Fritz Eschmann,SPD,2
Oskar Farny,CDU,2
Erwin Feller,GB/ BHE,2
Eduard Fiedler,CDU,2
Eva Gräfin Finckenstein,CDU,2
Hermann Finckh,CDU,2
Erni Finselberger,GB/ BHE,2
Ludwig Franz,CSU,2
Jakob Franzen,CDU,2
Heinz Frehsee,SPD,2
Alfred Frenzel,,2
Hermann Friese,CDU,2
Lotte Friese-Korn,FDP,2
Hans Furler,CDU,2
Elisabeth Ganswindt,CDU,2
Mathilde Gantenberg,CDU,2
Gustav-Adolf Gedat,CDU,2
Wilhelm Gefeller,SPD,2
Hans Geiger,SPD,2
Hugo Geiger,CSU,2
Ingeborg Geisendörfer,CSU,2
Heinz Gemein,GB/ BHE,2
Alfred Gille,GB/ BHE,2
Franz Gleissner,CSU,2
Wilhelm Goldhagen,CDU,2
Wilhelm Gontrum,CDU,2
Carlo Graaff,FDP,2
Benno Graf,CSU,2
Fritz Grantze,CDU,2
Hans Griem,CDU,2
Josef Grunner,SPD,2
Otto Gumrum,CSU,2
Horst Haasler,CDU,2
Erwin Häussler,CDU,2
Karl Hahn,CDU,2
Werner Hansen,SPD,2
Hermann Hansing,SPD,2
Johann Harnischfeger,CDU,2
Kai-Uwe Hassel,CDU,2
Herbert Hauffe,SPD,2
Johann Karl Heide,SPD,2
Fritz Heinrich,SPD,2
Fritz Held,FDP,2
Josef Hellenbrock,SPD,2
